business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,specific_categories
GD6HqevOKTaqlBNp3_HVUg,Waffle House,5018 Cambridge Way,Plainfield,IN,46168,39.67912,-86.370599,3.0,21,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'False', 'Caters': 'False', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'DriveThru': 'False', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': None}"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': None}"", 'RestaurantsDelivery': 'False'}","Food, Waffles, Diners, Sandwiches, American (New), Breakfast & Brunch, Fast Food, American (Traditional), Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Restaurants
MW9zMuk__22iBJfBR7DYLg,Way Out,2327 Cottman Ave,Philadelphia,PA,19149,40.047194,-75.055695,2.0,11,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Beauty & Spas, Jewelry, Customized Merchandise, Fashion, Piercing, Shopping, Men's Clothing","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}",Shopping
t3WncKFzltjCx4iGh8Q6Aw,CHORD Real Estate,713 18th Ave S,Nashville,TN,37203,36.1503027,-86.7948219,5.0,9,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'False', 'BusinessAcceptsBitcoin': 'False'}","Real Estate Agents, Real Estate Services, Home Services, Real Estate, Commercial Real Estate","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Home Services
-Zm2mPdj8TR6vwNetJhIYA,DISH,,Reno,NV,89509,39.4953787,-119.8236554,1.5,7,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Home Services, Internet Service Providers, Professional Services, Television Service Providers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Home Services
Y9fDFqOmBLP3edNen-D39A,JB's Pour House,4770 Lebanon Pike,Hermitage,TN,37076,36.215612,-86.590545,3.5,221,1,"{'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'GoodForDancing': 'False', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'DogsAllowed': 'True', 'RestaurantsDelivery': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': True}"", 'NoiseLevel': ""u'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Bars, Food, American (New), Barbeque, Nightlife, Beer, Wine & Spirits, Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",Restaurants
cAf_09A4bL8xFysdPiFkvA,Thairapy Hair Studio,513 White Horse Pike,Oaklyn,NJ,08107,39.9037326,-75.0779171,4.0,12,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'HairSpecializesIn': ""{'straightperms': False, 'coloring': False, 'extensions': False, 'africanamerican': False, 'curly': False, 'kids': False, 'perms': False, 'asian': False}"", 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Men's Hair Salons, Beauty & Spas, Hair Salons, Hair Stylists","{'Monday': '0:0-0:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '14:0-17:0', 'Sunday': '11:0-16:0'}",Beauty & Spas
9uwpzwM1fCgp3i3fjNSmHw,MC Granite Countertops Nashville,500 Davidson St,Nashville,TN,37213,36.160594,-86.758071,3.5,19,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Printing Services, Kitchen & Bath, Screen Printing, Home Services, Local Services, Building Supplies, Contractors, Shopping, Countertop Installation, Home & Garden, Masonry/Concrete","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-16:0'}",Shopping
1DkolDhbc0kydORZCIp7Fw,Night Market,1617 John F Kennedy Blvd,Philadelphia,PA,19147,39.9542677,-75.1678993,3.0,66,1,"{'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'loud'"", 'RestaurantsReservations': 'False', 'Caters': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'True', 'DriveThru': 'True', 'RestaurantsDelivery': 'True'}","Food Stands, Restaurants, Local Flavor",,Restaurants
6Du6FWhHUnAAYoRQAkYwNA,Papa Murphy's,2723 South Bartlett Ave,Meridian,ID,83642,43.5799915124,-116.3933552255,3.0,10,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'WiFi': ""'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1'}","Restaurants, Pizza","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",Restaurants
_HmfdCdYfLt23rj7myCSdQ,Perfect Tranzitions,5239 Germantown Ave,Philadelphia,PA,19144,40.0316875,-75.1677511,4.0,8,1,"{'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'False', 'HairSpecializesIn': ""{'straightperms': False, 'coloring': False, 'extensions': True, 'africanamerican': True, 'curly': False, 'kids': False, 'perms': False, 'asian': False}""}","Beauty & Spas, Hair Extensions, Hair Salons, Hair Stylists","{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-19:0', 'Saturday': '8:0-18:0'}",Beauty & Spas
xoVTtQd6xRrFbQcdfH0dLA,Jeremiah's Italian Ice,14320 Dale Mabry Hwy,Tampa,FL,33618,28.0770918,-82.507815,4.5,206,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'DogsAllowed': 'True', 'Caters': 'False', 'WiFi': ""'no'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'""}","Shaved Ice, Ice Cream & Frozen Yogurt, Desserts, Gelato, Food","{'Monday': '11:0-17:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",Health & Medical
5xH9XnYgsFWusl_Id1zVmw,Planet Fitness,2863 Northtowne Ln,Reno,NV,89512,39.553913,-119.785983,3.5,43,1,"{'DogsAllowed': 'False', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'False'}","Gyms, Active Life, Fitness & Instruction, Trainers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Health & Medical
zc01CN9242SblCkVheyfVg,WRFF 104.5,111 Presidential Blvd,Bala Cynwyd,PA,19004,40.0124652,-75.2137202,4.0,16,1,,"Radio Stations, Mass Media",,Health & Medical
8fCovWo4TJKpdOJ0KCZOIg,Sinbad's,810 E University Blvd,Tucson,AZ,85719,32.2311904,-110.9588366,3.5,139,1,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Middle Eastern, Restaurants, Mediterranean, Halal","{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-0:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-1:0'}",Restaurants
B_QZuJNu1F5CHZgAkg9fXw,Seasons Belleair,1145 Ponce De Leon Blvd,Belleair,FL,33756,27.9351411,-82.7986154,2.5,5,1,{'ByAppointmentOnly': 'False'},"Assisted Living Facilities, Health & Medical","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Health & Medical
644r2PJhLCFL1_jVECpOGw,Fishtown Pharmacy,1802 Frankford Ave,Philadelphia,PA,19125,39.977035,-75.132031,5.0,28,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True'}","Health & Medical, Shopping, Drugstores","{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-13:0', 'Saturday': '10:0-14:0'}",Shopping
bIDsC2AH6HQwCbSGrY3f3A,Bi-Rite Markets,5690 Sun Valley Blvd,Sun Valley,NV,89433,39.599785,-119.7800147,2.5,6,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'False'}","Grocery, Food",,Health & Medical
K3fUgP2nWtCNahcLIvBM7g,Dennis Dillon Powersports,6772 W Targee St,Boise,ID,83709,43.584198,-116.2653513,3.5,16,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, RV Dealers, Motorcycle Dealers, Motorsport Vehicle Dealers, Car Dealers, Motorsport Vehicle Repairs, Motorcycle Parts & Supplies, Auto Parts & Supplies, Shopping, Motorcycle Gear","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-17:0'}",Shopping
TbG9cKTpRdALSFyAN5XWqQ,McDonald's,97 Street 165 Avenue,Eaux Claires,AB,T5Z,53.6261739118,-113.4915002539,1.5,13,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'DriveThru': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'None', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}","Fast Food, Burgers, Restaurants",,Restaurants
sRPrOc0blBakhS8X9ARrEQ,Atilis Gym,363 W Browning Rd,Bellmawr,NJ,08031,39.8700276,-75.0945983,5.0,7,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Gyms, Sports Clubs, Fitness & Instruction, Active Life","{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-17:0'}",Health & Medical
1MIya9yZmgh5wDry-PkmQw,Les Fleurs Salon,1858 Frankford Ave,Philadelphia,PA,19125,39.9782998,-75.1310153,5.0,82,1,"{'WiFi': ""u'free'"", 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'quiet'"", 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'False'}","Beauty & Spas, Hair Removal, Waxing, Day Spas, Nail Salons, Skin Care, Eyelash Service",{'Monday': '0:0-0:0'},Beauty & Spas
DHmu53QsKvVcNyyxrzM62g,AlphaGraphics,"4811 E Grant Rd, #117",Tucson,AZ,85712,32.251785,-110.891191,3.5,8,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Local Services, Professional Services, Printing Services, Marketing, Graphic Design","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0'}",Local Services
SpGDAJ0lU6l7Dy6FaQBQfA,Teak & Hardwood Floors,801 S Center St,Reno,NV,89501,39.5178095,-119.8080323,5.0,19,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Home Services, Contractors, Building Supplies, Refinishing Services, Flooring, Carpeting","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}",Home Services
xnYxkzOd6-76QiCTrcgXUg,Burger King,9971 E Washington St,Indianapolis,IN,46229,39.7743453255,-85.9917135537,1.5,19,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'False'}","Burgers, Fast Food, Restaurants","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-20:0', 'Saturday': '10:30-23:59', 'Sunday': '6:0-0:0'}",Restaurants
