business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,general_category
M_EpyAH1CZZVlhxfYBLOqg,Nomad Pizza Company,611 S 7th St,Philadelphia,PA,19147,39.9418368,-75.153837,4.5,566,1,"{'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'HappyHour': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Pizza, Italian, Salad, Restaurants","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:0'}",Restaurants
VqTDgcll_F_bqSRJ2r784A,Milk House,1617 John F Kennedy Blvd,Philadelphia,PA,19103,39.9542677,-75.1678993,3.5,86,1,"{'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': False, 'lot': False, 'valet': False}""}","Sandwiches, Restaurants, Cheesesteaks, Ice Cream & Frozen Yogurt, Salad, Soup, Food","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0'}",Restaurants
lSR0JkU7iCnR7sP-8Gjkqw,The Garden,121 N Columbus Blvd,Philadelphia,PA,19106,39.9525531,-75.1397163,4.5,7,1,"{'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'False', 'DogsAllowed': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'HasTV': 'False', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'Smoking': ""u'no'"", 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'no'"", 'BYOB': 'False', 'WheelchairAccessible': 'True'}","Cafes, Beer Gardens, Restaurants, Nightlife","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",Restaurants
p1Y_oc_E32JfTN-ukqOU0Q,Pizza Fresca by Lamberti,703 Chestnut St,Philadelphia,PA,19106,39.9495434216,-75.152518,4.0,41,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'HasTV': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}""}","Hawaiian, Italian, Restaurants, Pizza","{'Monday': '11:0-17:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-17:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-22:0', 'Saturday': '11:0-22:0', 'Sunday': '10:30-17:0'}",Restaurants
_qgqa4X1OiMLqub1hHaMjg,Res Ipsa Cafe,2218 Walnut St,Philadelphia,PA,19103,39.9508611,-75.1783641,4.0,205,0,"{'Caters': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': None, 'street': True, 'validated': None, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'HasTV': 'True', 'DogsAllowed': 'False', 'Alcohol': ""'none'"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsReservations': 'True'}","Restaurants, Coffee & Tea, Cafes, Food, Breakfast & Brunch, Italian","{'Monday': '8:0-17:30', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-22:30', 'Thursday': '7:0-22:30', 'Friday': '7:0-22:30', 'Saturday': '8:0-17:0', 'Sunday': '8:0-22:30'}",Restaurants
KMQrA590JiprwoOnu4UKVQ,Park Salad Bar,708 Chestnut St,Philadelphia,PA,19106,39.9491534,-75.1529191,3.5,16,0,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Asian Fusion, Pizza, Salad, Restaurants, Chinese",,Restaurants
ueAkLzWFFTzQkq3jzyBlnA,Pho Xe Lua Viet Thai Restaurant,907 Race St,Philadelphia,PA,19107,39.9553922,-75.1546977,4.0,708,1,"{'BusinessAcceptsCreditCards': 'True', 'BYOBCorkage': ""'yes_free'"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'Corkage': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True', 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'RestaurantsPriceRange2': '2'}","Thai, Vietnamese, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",Restaurants
0lGN91IoLe02MtEu9Xtf1w,Pizza Hut,2310 Passyunk Ave,Philadelphia,PA,19145,39.9225254,-75.1856193,1.5,22,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'False', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}","Chicken Wings, Pizza, Restaurants, Italian",,Restaurants
tfLT9EdzxFCW8yWAQyN4Qw,New Golden Palace,801-21 Washington Ave,Philadelphia,PA,19147,39.936307,-75.157265,2.0,12,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1'}","Chinese, Vietnamese, Seafood, Dim Sum, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}",Restaurants
2-tG52f0k7V1Vin-4GWn6g,Her Place,1740 Sansom St,Philadelphia,PA,19103,39.9507452,-75.1701679,4.5,14,1,,"French, Restaurants, Italian, Supper Clubs","{'Wednesday': '18:15-20:30', 'Thursday': '18:15-20:30', 'Friday': '18:15-20:30', 'Saturday': '18:15-20:30'}",Restaurants
hdBlIBo_iZozNTfhoG6tqQ,Paloma,763 S 8th St,Philadelphia,PA,19147,39.9395335,-75.1559574,4.0,74,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'Caters': 'False', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'False', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'False'}","Restaurants, French, Mexican, Spanish","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",Restaurants
n6GeIePXC0G3eS8UPGvloQ,Chops Restaurant & Bar,1701 John F Kennedy Blvd,Philadelphia,PA,19103,39.954782,-75.168476,3.0,94,1,"{'GoodForDancing': 'False', 'Caters': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'dressy'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'average'"", 'GoodForKids': 'False', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""'full_bar'"", 'Music': ""{'dj': False}"", 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Corkage': 'True', 'Smoking': ""u'outdoor'"", 'HasTV': 'True', 'WheelchairAccessible': 'True', 'BYOB': 'False', 'CoatCheck': 'True'}","Restaurants, Bars, Cocktail Bars, Steakhouses, Seafood, Nightlife, Venues & Event Spaces, Event Planning & Services, American (New), American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0'}",Restaurants
rY3bChlXDbRYKKHmGdLLeA,Green Village,127 N 15th St,Philadelphia,PA,19102,39.9554207,-75.1645477,3.0,7,0,,"Restaurants, Breakfast & Brunch",,Restaurants
mUIBtlWNPD7sz3rGGWQ1RA,Kanella,1001 Spruce St,Philadelphia,PA,19107,39.9463322,-75.1579478,4.5,579,0,"{'GoodForKids': 'False', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""u'yes_corkage'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True'}","Mediterranean, Food, Greek, Restaurants, Breakfast & Brunch","{'Tuesday': '17:0-22:30', 'Wednesday': '17:0-22:30', 'Thursday': '17:0-22:30', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-21:0'}",Restaurants
aL53puqxtcR1KZrrj4U7Jw,Farmer's Keep,10 S 20th St,Philadelphia,PA,19103,39.952856,-75.1734852,4.5,205,0,"{'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'False', 'Caters': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None'}","Gluten-Free, American (New), Salad, Restaurants","{'Thursday': '12:0-17:0', 'Friday': '12:0-17:0', 'Saturday': '12:0-17:0'}",Restaurants
