,business_id,name,categories,city,stars,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
13,0xadnlAs2uV7Ax-7RViZEw,Ikki Sushi,"Sushi Bars, Japanese, Restaurants",Philadelphia,4.5,0.42981257024678965,0.025442547823775793,0.0,0.006683366861100798,0.5380615150683338,0.0
14,0zf4KKZqbqoxiuKzeZLDdg,PrimoHoagies,"Italian, Sandwiches, Restaurants",Philadelphia,3.5,0.10115907173738907,0.25857396441103847,0.058614850437783333,0.33915884034254645,0.16005627613791204,0.0824369969333306
15,17Y8circEnkMMXKfLo8Ztg,Bitar's,"Restaurants, Middle Eastern, Falafel, Bakeries, Food, Greek, Mediterranean",Philadelphia,4.0,0.35646350510798736,0.13839424094165179,0.02582186718791342,0.22535416221263144,0.2213086053092085,0.032657619240607456
16,1CCG0WYSoR8ejdgD5-Gaqg,Francoluigi's Pizzeria & Italian Restaurant,"Italian, Restaurants, Pizza",Philadelphia,4.0,0.20482027773559225,0.05084247128213334,0.4807788153968757,0.057010537307368374,0.16026959377536726,0.046278304502663084
17,1NCUTTp6rIyXpwUDVv9qOA,Lazos Pizza & Grill,"Pizza, American (Traditional), Restaurants, Italian",Philadelphia,4.0,0.14161910558342927,0.088882754560649,0.5635326854126962,0.022545177161055578,0.1275508293333466,0.055869447948823314
18,1klRUBB6LfKCotq75BVmbA,Thirsty Dice,"Themed Cafes, Eatertainment, Bars, Nightlife, Restaurants, Arts & Entertainment, Cafes, Pubs",Philadelphia,4.0,0.17841496319002098,0.039549774266199614,0.11671534070456402,0.10995659575015226,0.12759126007907623,0.42777206600998685
19,1qciFQiO1RJ83Oh7DRioKQ,Blue Cross RiverRink,"Recreation Centers, Skating Rinks, Active Life, Restaurants, American (New)",Philadelphia,4.0,0.2549485888856483,0.013457196881148029,0.05813381717486928,0.3790673828386055,0.06660108424832535,0.22779192997140346
20,1y3y_ihpO6SHxK9MRdtSlw,Noon Mediterranean,"Mediterranean, Restaurants, Greek",Philadelphia,3.5,0.18002168086968853,0.0,0.021159029399119116,0.28067909883727804,0.5148176926603056,0.003322498233608656
21,2-tG52f0k7V1Vin-4GWn6g,Her Place,"French, Restaurants, Italian, Supper Clubs",Philadelphia,4.5,0.4783265262076063,0.0,0.010576138976064683,0.003475330087176095,0.4459022492636726,0.06171975546548035
22,2hCJpE5I2OfEToUGcvdGRQ,Wajoe,"Korean, Restaurants",Philadelphia,3.0,0.557362508287046,0.10123833028380379,0.03359271684379819,0.1906449931079685,0.07006612217609626,0.0470953293012873
23,2o4CRQ-FreATtbnhlLKWew,The Pizza Place,"Restaurants, Pizza",Philadelphia,3.0,0.15656240929324694,0.0,0.38335267252392463,0.2305517915168225,0.11348843316339328,0.11604469350261265
24,3966MAWoL1GbB8Zjvspx1g,Urban Enoteca,"Nightlife, Bars, Restaurants, American (New), Italian",Philadelphia,3.0,0.7665222608526092,0.0,0.04456142775504088,0.0,0.18891631139235002,0.0
25,3BJxm-HnvzdwD1zjmSbmyQ,Golden Chopstick Chinese Restaurant,"Restaurants, Chinese",Philadelphia,3.0,0.43153508959286757,0.06979730790200409,0.036706180496957126,0.20531039937240517,0.22591756876952385,0.030733453866242284
26,3NsTKp85H2FUjr1SURf0NQ,Greenstreet Coffee Co.,"Restaurants, Food, Cafes, Coffee & Tea",Philadelphia,4.5,0.40647916171068577,0.008167960177172662,2.7255857610192486e-05,0.28520999083282444,0.19223141833878565,0.10788421308292126
27,40O7uKX-uAG_JDrS-OM85w,Umai Umai,"Japanese, Sushi Bars, Asian Fusion, Restaurants",Philadelphia,4.5,0.4685319984619305,0.04742695635527728,0.013799544963153136,0.10706932462192634,0.29926826324800787,0.06390391234970494
28,4D_GsaRoqk7P09VOcgezlQ,B2,"Vegan, Restaurants, Food, Coffee & Tea",Philadelphia,3.5,0.15849441667241534,0.09880666899551309,0.010868150126447781,0.342907172947496,0.25183877031977336,0.13708482093835436
29,4FLz0ha5Gy4dKKl3UFVI6g,The Market Tavern,"Nightlife, Bars, American (Traditional), Irish Pub, Pubs, Beer, Wine & Spirits, Restaurants, Food",Philadelphia,3.5,0.07131422128353532,0.03149028203065352,0.007942496017068748,0.2927381622273194,0.27383493725716407,0.3226799011842589
30,4HRtArZJtcAs10gAE7_bzw,COSI,"Restaurants, Sandwiches, Coffee & Tea, Food",Philadelphia,2.5,0.3399198653047869,0.03954716435887127,0.00038510850539389145,0.4122176221342025,0.09785291117618533,0.1100773285205601
31,4R2KR_-FybS7oegGrXjHVg,Del Frisco's Double Eagle Steakhouse,"Food, Restaurants, Seafood, Specialty Food, Steakhouses, American (Traditional)",Philadelphia,4.0,0.325706083463356,0.2006316524009605,0.007205240263579936,0.06341902495658458,0.27974044981629936,0.12329754909921958
32,4ZZIxkhZrmRpyNiMjmQG8A,Underdogs,"Hot Dogs, Restaurants, Salad",Philadelphia,4.0,0.18167553174771425,0.14493249562904845,0.05680623852668774,0.1955184412113836,0.26143761625933587,0.1596296766258302
33,5-olTgAwRwJyvfvrdEFdSg,StudioKitchen,"American (New), Restaurants",Philadelphia,4.0,0.4096351093020808,0.0,0.0,0.1372000581133475,0.38137866109739843,0.07178617148717324
34,5E7Zk3g6kLsB72J4EX4YkA,Bufad,"Desserts, Event Planning & Services, Caterers, Vegetarian, Pizza, Restaurants, Food, Italian, Venues & Event Spaces",Philadelphia,4.0,0.19025808408382053,0.00658921743665336,0.4758859968472018,0.09876664840090078,0.1720065020786299,0.056493551152793586
35,5IL3rTT-_LHyvVJRVNKxaQ,Victory Beer Hall,"American (New), Pretzels, German, Pubs, Nightlife, Food, Sandwiches, Restaurants, Beer, Wine & Spirits, Bars",Philadelphia,3.0,0.0,0.0,0.01945017377169861,0.11442026951388591,0.06235440035472112,0.8037751563596942
36,5Oidx4OZxCj6Y4SoXQIZsg,Renaissance Sausage Truck,"Restaurants, American (Traditional), Food, Food Stands, Specialty Food",Philadelphia,4.0,0.4419016746808078,0.3251939386680954,0.034737980440356905,0.16148424371392814,0.0,0.03668216249681176
37,5Orn19gUeqCgKu5IRYlvpQ,Popeyes Louisiana Kitchen,"American (Traditional), Fast Food, Food, Chicken Wings, Restaurants",Philadelphia,3.0,0.2219114421528042,0.0012737770153483602,0.01869239222028719,0.17409209150561733,0.5312731417582762,0.052757155347666666
38,5dIS6fNq-t5tdj5X56rTzg,Kosmo Pizza & Grille,"Restaurants, Pizza, Sandwiches, American (Traditional), Food Delivery Services, Food",Philadelphia,4.5,0.1567318139587516,0.07771296358190578,0.567081069750943,0.05326298264619889,0.13240320398127078,0.012807966080929947
39,5eldbLrF_oodWvu1VuEP8w,1925 Cocktail Lounge,"Restaurants, Bars, Adult Entertainment, Lounges, American (New), Nightlife",Philadelphia,2.5,0.0,0.0,0.0,0.0,0.9792671184117601,0.020732881588239938
40,5gqoD4EknTFf-39zz1Fa1w,El Compadre,"Restaurants, Mexican, Breakfast & Brunch",Philadelphia,4.5,0.32581902750127045,0.049790699199113296,0.0,0.25978933931515363,0.2946699232794738,0.06993101070498883
41,5nqWNo7uVU1Zxm4tjnvkUw,Hai Street Kitchen & Co,"Japanese, Asian Fusion, Fast Food, Restaurants",Philadelphia,3.5,0.5946368347357855,0.0648963844194476,0.016518388081974984,0.24650768298706355,0.06389647460701968,0.013544235168708604
42,5tRxcP-pDVeZtcDU-FkQ9A,Brown Street Pub,"Nightlife, Restaurants, Arts & Entertainment, American (Traditional), Bars, Shopping, Art Galleries, Pubs",Philadelphia,3.5,0.1960752353520931,0.025800535335105495,0.0014733710920854565,0.0,0.4122922731297114,0.36435858509100455
43,65m_3aPnCbDjm8nOd5TrQA,Loving Hut,"Internet Cafes, Vegan, Coffee & Tea, Restaurants, Food",Philadelphia,4.0,0.21784782071548084,0.0,0.0,0.5613987976937596,0.08151225652483823,0.13924112506592135
44,68ThEdiK0eWCEgGEmV9Tng,Southgate,"Breakfast & Brunch, American (Traditional), Korean, Restaurants, Gastropubs, Nightlife, Bars, Cocktail Bars",Philadelphia,4.0,0.34668589999224547,0.04704647689464125,0.00994082752109096,0.09263881100927719,0.1867916537279484,0.31689633085479674
45,6CsLAjWXFlLpErBZEmGQ5g,Sky Cafe,"Indonesian, Restaurants",Philadelphia,4.5,0.44319345501909607,0.04411272752438315,0.004087360339003608,0.1139401906467292,0.3272030876537298,0.06746317881705818
46,6HvlBeMH1povoskopmp94Q,Du Jour Commerce Square,"Personal Chefs, Caterers, Salad, Food, Event Planning & Services, Restaurants, Coffee & Tea, Sandwiches, Breakfast & Brunch",Philadelphia,3.0,0.38470033200028786,0.1731141488998753,0.011914420566164619,0.34068424687811727,0.06596210982097678,0.023624741834578137
47,6OTy5-0NdmxgxqCLVuIJaA,M Kee,"Restaurants, Chinese",Philadelphia,4.0,0.3775752079457439,0.2683718577763241,0.0,0.0821135232085912,0.24573542499889334,0.02620398607044742
48,6bmVsTncY7MzLlbraU4aTg,Hibachi Japanese Steakhouse & Sushi Bar,"Japanese, Restaurants",Philadelphia,2.5,0.4601389849610225,0.057427994839182005,0.0034730488837694095,0.0187286149717073,0.21555300399779034,0.24467835234652843
49,6c8eIawbCBu3FLp2kDraBA,Attico Rooftop Lounge,"Tapas/Small Plates, American (Traditional), Beer, Wine & Spirits, Mediterranean, Restaurants, Food, Bars, Cocktail Bars, Nightlife",Philadelphia,3.0,0.14233610013505774,0.017112369256481207,0.005072654070417307,0.07579969401958017,0.3429747749242904,0.4167044075941732
50,6cfNCzL2A0XsmXnjeg0u7w,Cosi,"Coffee & Tea, Pizza, Restaurants, Food, Sandwiches",Philadelphia,2.0,0.3089741645657919,0.22692432221438083,0.016715103129389626,0.1375876567777649,0.2881353452942943,0.02166340801837845
51,6mZ99K1Ge3vkXnygDYw1Jg,Keating's River Grill,"Steakhouses, Seafood, Restaurants",Philadelphia,2.5,0.26158578508014757,0.0594574307932922,0.005176475407921825,0.24432770571893964,0.3580073057960437,0.07144529720365506
52,6mZCkALTvbeWPcc5IAImHg,Robert Chiarella's Gourmet Pizzeria,"Pizza, Restaurants, Sandwiches, Italian",Philadelphia,3.5,0.1296803296727836,0.07556625382375969,0.6549629087000631,0.05464989885749758,0.08514060894589588,0.0
53,6tcFFccjwE4twLkrkqVLPg,Ooh LaLa Salads,"Restaurants, Salad",Philadelphia,3.0,0.6865943655073334,0.0,0.1368201248490045,0.0,0.17658550964366207,0.0
54,6vp741cxMvQMicJ3qZuLGQ,2nd Street Brew House,"Pubs, Beer, Wine & Spirits, Food, Nightlife, Bars, Restaurants, Beer Bar, American (Traditional), Sports Bars",Philadelphia,4.0,0.03958313124441471,0.01338443982892175,0.02465827842501093,0.03623969055462787,0.2712671122025194,0.6148673477445054
55,7HE_mWkvZ8GxsP0sLP-_ng,The PokéSpot,"Fast Food, Poke, Food, Restaurants, Hawaiian, Japanese",Philadelphia,4.0,0.44358770543169074,0.011554703623671322,0.08908559055735453,0.3647056370117028,0.07227841949367475,0.018787943881905852
56,7lwe7n-Yc-V9E_HfLAeylg,Pub & Kitchen,"Restaurants, Pubs, Food, Bars, American (New), Nightlife",Philadelphia,3.5,0.2758040951053886,0.0586023899076163,0.007109278932582417,0.06809036133991841,0.17891166204855888,0.4114822126659353
57,7n0qmplNMqPLkcRfI2_ieA,Minar Palace,"Buffets, Pakistani, Restaurants, Indian",Philadelphia,3.0,0.4166686711019974,0.004990614354396401,0.03434857345069256,0.061961676689912315,0.2739074591409035,0.20812300526209787
58,7z16CBc74GhbyqalwZrJUQ,Ting Wong Restaurant,"Noodles, Asian Fusion, Restaurants, Chinese, Seafood",Philadelphia,4.0,0.3890877528779823,0.244960829245308,0.002603819836749302,0.12683708542853725,0.20171556552741313,0.034794947084010014
59,8HAs-c3bh_tr4ggiYAlZng,sweetgreen,"Soup, Salad, Vegan, Restaurants, Vegetarian",Philadelphia,3.5,0.4502783872322858,0.027849614957220492,0.08186235706899478,0.25626058434358817,0.1043018070177068,0.07944724938020399
60,8VfQxXmbPdn8zvsVpYcBWA,Cafe L'Aube,"Food, Internet Cafes, French, Bakeries, Cafes, Coffee & Tea, Restaurants",Philadelphia,4.0,0.17406598286523042,0.029089879374552305,0.017152022090694694,0.34868456338190223,0.32305766240222933,0.107949889885391
61,8pqdJjefYq-a9IBSJJmKwA,The Dandelion,"British, Restaurants, Gastropubs, Bars, Nightlife",Philadelphia,4.0,0.3571042206811413,0.06770610656990723,0.013218057533045339,0.1039569354827977,0.2441695992469666,0.21384508048614184
62,97BnuM-u5MwG71m_s9p4Iw,Potato Corner,"Food, Food Stands, Chicken Wings, Restaurants, Fast Food, Specialty Food",Philadelphia,4.0,0.29720702722662096,0.4726636342014536,0.03957152886117861,0.0,0.0,0.19055780971074682
63,981Xj6Sey1CjyP6WQ70lzg,Waterfront Gourmet Cafe & Deli,"Coffee & Tea, Cafes, American (Traditional), Restaurants, Caterers, Sandwiches, Event Planning & Services, Food, Delis, Bagels",Philadelphia,4.0,0.13004713623730305,0.17321637303454976,0.022186945053489643,0.20559601581104495,0.46895352986361266,0.0
64,99zoELPcbwRBUqiPoaPqiQ,Bold Coffee Bar,"Coffee & Tea, Food, Cafes, Restaurants",Philadelphia,5.0,0.29647708613233514,0.0,0.04095049944207101,0.1245350983109858,0.3562966462701498,0.18174066984445833
65,9JSv_XGIjTt_uwE6fVctMQ,Marathon,"Restaurants, American (New)",Philadelphia,2.5,0.35767278894162974,0.0026858796765475345,0.02112510419545029,0.40250916392042724,0.0022281719095172407,0.21377889135642794
66,9RmCMNxgGe7vX5MYF_TM4Q,Wawa,"Restaurants, Sandwiches, Coffee & Tea, Delis, Food",Philadelphia,3.0,0.15366920005335438,0.0,0.021145121048975868,0.258627740794808,0.38893536786028876,0.17762257024257302
67,9THOqAjKxNGHYVqobMEVWA,The Crocodile,"Nightlife, Arts & Entertainment, Food, Pizza, Restaurants, Beer, Wine & Spirits, Bars, Music Venues, Lounges",Philadelphia,3.5,0.04824017049315535,0.0,0.3819978984147695,0.24169331209075176,0.0,0.32806861900132334
68,9c7MUiE6VI8NesjPdj5FkA,Bubblefish,"Restaurants, Sushi Bars, Japanese, Bubble Tea, Taiwanese, Food",Philadelphia,4.0,0.5172638814628302,0.013044990195653965,0.007327769908318272,0.15473778921007247,0.19951756131684037,0.1081080079062847
69,9ciFIt5951W-InCyYqs0CQ,Cucina Forte,"Restaurants, Italian",Philadelphia,4.0,0.5946000554214935,0.0028570979530751594,0.041960525996520545,0.07061780207757869,0.24740660402330913,0.042557914528022885
70,9gObo5ltOMo6UgsaXaHPWA,R2L,"American (New), Lounges, Nightlife, Cocktail Bars, Bars, Restaurants",Philadelphia,3.5,0.3227788505846412,0.10772979569693822,0.0044053027764710765,0.03520891269450113,0.37988074113194475,0.14999639711550364
71,9ggTidLF9LPNdyWdCGtrYg,Gooey Looie's,"Sandwiches, Cheesesteaks, Restaurants, Delis",Philadelphia,4.5,0.1496418280243328,0.5477229861029539,0.03165813125116491,0.18645740748997455,0.0550491642350411,0.029470482896532802
72,9mA9qYqiv4c0T9ASid3PIQ,The Capital Grille,"Seafood, Restaurants, Wine Bars, American (Traditional), Italian, Steakhouses, Bars, Nightlife",Philadelphia,4.0,0.3365302422882775,0.09932176180938777,0.006397730184062753,0.05545268547704307,0.35698971875696645,0.14530786148426245
73,9wTSBQFqVWbq-NEikPAs_g,Fudena,"African, Food, Food Delivery Services, Restaurants",Philadelphia,5.0,0.5876885198759461,0.0,0.03487634031508058,0.0,0.37743513980897336,0.0
74,AAvoBxeUwDnD5ThE9Cz6Fg,L'anima,"Italian, Seafood, Mediterranean, Restaurants",Philadelphia,4.0,0.5082459958062513,0.011091768454375114,0.0348664481001872,0.02062871923233739,0.3367321075875463,0.08843496081930274
75,AY1SyySRyTnBwBdf7qfGxQ,Citi Market place,"Grocery, Vegan, Food, Vegetarian, Convenience Stores, Restaurants",Philadelphia,4.5,0.11156211457079292,0.3231615047164231,0.019337619323253126,0.35983125543553307,0.13292753248803632,0.0531799734659615
76,AvdhZ3RgY3xJbW-JMACcMg,J C Chinese Restaurant,"Restaurants, Chinese",Philadelphia,2.0,0.32549326273790985,0.0,0.036785235349285586,0.18412601852729596,0.2942342532311398,0.15936123015436876
77,B08ELtRljjxnefQ3ayqUZg,SOHO Pizza,"Pizza, Restaurants",Philadelphia,3.5,0.0,0.0,0.0,0.6585385566858414,0.0,0.3414614433141586
78,BM92j54mc-c-6MWqWSimRw,Dmitri's,"Restaurants, Mediterranean, Greek, Seafood",Philadelphia,3.5,0.5347732006058359,0.012419501792105166,0.037305469285624206,0.17756423458257284,0.19998739308795982,0.03795020064590198
79,BUEx8JCXx5v81EEVAIUC-Q,Parkway Corner Deli,"Bars, American (Traditional), Beer Bar, Restaurants, Sandwiches, Beer, Wine & Spirits, Nightlife, Breakfast & Brunch, Delis, Food, Grocery",Philadelphia,4.0,0.0,0.0,0.05860962409980397,0.23885534508769973,0.1895640207951444,0.5129710100173519
80,BfQ4W2cNB2ZSd7yaAhE_BA,PHS Pop Up Garden,"Parks, Active Life, Beer Gardens, Mexican, Local Flavor, Restaurants, Nightlife, Bars, Beer, Wine & Spirits, Food",Philadelphia,4.5,0.16283647113246794,0.019900171573855017,0.011813015098969058,0.17284448424808938,0.1524340106989083,0.48017184724771034
81,BnprLJ4Lr33--YjTmgk9Zg,Doma,"Restaurants, Korean, Japanese, Sushi Bars",Philadelphia,4.0,0.5274874242103568,0.03983427411221674,0.012150403164664206,0.12784351100978503,0.26116208105319455,0.03152230644978267
82,Bze5Vj4MmcE0KHGy346xqw,Gyro Express,"Mediterranean, Restaurants, Pakistani, Halal",Philadelphia,5.0,0.07704634374889913,0.01313455632907834,0.1293063400968561,0.04557970757187869,0.7349330522532878,0.0
83,C6ZTVm4BmpazpUTNzgVSqw,Subway,"Restaurants, Sandwiches, Fast Food",Philadelphia,3.5,0.3210346942576831,0.2365236227412818,0.0,0.18699813228162074,0.22739111560031325,0.02805243511910116
84,CNVC7kz8xTaRMOiE7XdEQw,26 North BYOB,"Restaurants, Seafood",Philadelphia,4.0,0.4393984436325262,0.0,0.0,0.0,0.47602179874214456,0.0845797576253291
85,CU0yiz9rIm6cBkdCGFwJiQ,Waterfront Gourmet Cafe & Deli,"Sandwiches, Cafes, Delis, Restaurants",Philadelphia,4.0,0.21757740301162076,0.25874019663465525,0.01174859613965388,0.06824050381235117,0.2979137038655213,0.1457795965361977
86,CY9cIgT7EU0ot-3WyiOAiw,Mama Angelina's,"Restaurants, Pizza, Sandwiches, Cheesesteaks",Philadelphia,3.5,0.08229080706941068,0.15239873366284906,0.6959724526743439,0.01992445481718582,0.008911175178313071,0.040502376597897446
87,Cfpv0IjS0lI4CgF1fpbF_w,The Original Snockey's Oyster & Crab House,"Seafood, Restaurants",Philadelphia,2.5,0.2855579210583154,0.006944413739816578,0.01214569686175495,0.1846275296066937,0.1588048314730671,0.35191960726035226
88,CiTYWOKcXTZYztsT43wb5g,Tela's Market & Kitchen,"Specialty Food, Food, Breakfast & Brunch, Restaurants, Salad, Sandwiches, Grocery, American (New)",Philadelphia,4.0,0.2426904776374428,0.06143117144229317,0.01597194290512338,0.40294492895538414,0.22000393974691526,0.0569575393128412
89,Cmfs_i-FtaR6O1C07OEcOg,Dock Street Brewery South,"Venues & Event Spaces, Event Planning & Services, American (Traditional), Restaurants, Breweries, Brewpubs, Food",Philadelphia,3.5,0.025554914775675182,0.029725335092223453,0.25098309947814657,0.09533199868909661,0.3932136829302866,0.20519096903457157
90,CpBuc0aSueBpTXce3fJoRQ,Fiore Fine Foods,"Restaurants, Food, Pizza, Cafes, Bakeries, Desserts, Breakfast & Brunch, American (New), Italian, Coffee & Tea",Philadelphia,4.5,0.6195619909278983,0.13506189233308633,0.00913911339288158,0.09757274364307657,0.10738482830105715,0.03127943140200008
91,D4DZztR7vkbiED6txGUYFg,Red Kings 2 Restaurant,"Nightlife, Karaoke, Food, Szechuan, Chinese, Restaurants",Philadelphia,3.5,0.6738770862303283,0.0,0.05137499357765831,0.1693944614977661,0.08117338572674178,0.024180072967505475
92,D4PD-ZKV06keByyoouJzhg,Mack's Boardwalk Pizza,"Food, Pizza, Restaurants",Philadelphia,3.0,0.06456528361164497,0.0603422494597587,0.6874297677887738,0.0416776544133148,0.005621027042553222,0.14036401768395443
93,DJJtybSWY0BygESsSrabqg,Texas Wieners,"Breakfast & Brunch, Restaurants, American (Traditional), Burgers, Food, Hot Dogs",Philadelphia,4.0,0.24155018760344182,0.531441358861446,0.09036349130202659,0.07994225598786071,0.030251963761452224,0.026450742483772646
94,DKXeB-JIou5XPI49CzITuQ,China House,"Restaurants, Chinese",Philadelphia,4.0,0.3379685151812842,0.2849015738418881,0.03808433217665638,0.09461110882005137,0.2444344699801201,0.0
95,DRr5xdfHtqgWfhmdTU1B8Q,London Grill,"Breakfast & Brunch, Italian, Restaurants, American (New)",Philadelphia,3.0,0.3634713247480987,0.06521750473326253,0.009158300752641804,0.08208726276911714,0.23512141166715536,0.24494419532972447
96,D_JgJY5V54i0EYOdTHmWlg,Toast,"Food, Restaurants, Coffee & Tea, Breakfast & Brunch, Cafes, American (New)",Philadelphia,3.0,0.5012736875910968,0.05047199749036758,0.015953833384638114,0.21478737786216406,0.16987097950326022,0.04764212416847322
97,D_jS6w2j1mFzb2KoYncCaA,NBC Sports Arena,"Nightlife, Sports Bars, American (New), Bars, Restaurants, Food, Beer, Wine & Spirits",Philadelphia,3.5,0.18932923830363246,0.049519010827730886,0.009222613640112256,0.14392235545319457,0.31489356219259107,0.29311321958273867
98,DsKzHnkLKnxZTVsFpts4oA,Red Owl Tavern,"Breakfast & Brunch, American (New), Restaurants",Philadelphia,3.5,0.3594947910012812,0.1387946739486298,0.010810278269788396,0.06377115529833281,0.242476724635839,0.18465237684612884
99,Duf-k9b1xpuK33BGCLWQ6w,Quetzally,"Restaurants, Latin American, Tex-Mex, Mexican",Philadelphia,4.0,0.33578973322988404,0.014468457147125184,0.028484137439268822,0.18896943062851895,0.32923737738827047,0.10305086416693253
100,E-DcL1u330qwvoxXhipmUQ,George's Sandwich Shop,"Italian, Cheesesteaks, Restaurants, Sandwiches",Philadelphia,4.0,0.15265094836191512,0.7662837885134194,0.010805680607493848,0.0,0.06921791275996214,0.0010416697572095358
101,E8jXRCHPjcUTFboBPQY6LQ,Mifflin Tavern,"Gastropubs, American (New), Breakfast & Brunch, Restaurants",Philadelphia,4.5,0.18855819929007578,0.06898393083782682,0.031734663111795715,0.16082519254396196,0.2480884285172417,0.30180958569909805
102,ES5-3q2LzvChQWlhbFCZWw,Tacos California,"Restaurants, Tacos, Mexican",Philadelphia,3.5,0.6140235261261604,0.0,0.08910136952712325,0.018719897781783307,0.20596491228347302,0.07219029428146014
103,EUnnoesZTelOv_bT4GvZjg,Tony's Deli,"Delis, Diners, Restaurants, Breakfast & Brunch, Caterers, Event Planning & Services",Philadelphia,4.0,0.2815594272677046,0.0,0.13433030093418144,0.4053545483578968,0.1787557234402172,0.0
104,EhotxJEJxpMgCJ0F82Buvg,The Olde Bar,"Breakfast & Brunch, Restaurants, Bars, American (New), Lounges, Cocktail Bars, Nightlife, Seafood",Philadelphia,4.0,0.2595826305584633,0.0225378468631745,0.007076914598696042,0.04696894575312391,0.09958553476562676,0.5642481274609155
105,EmIrNcZkTUF3mhoWQAT6Bg,Jyoti Indian Bistro,"Restaurants, Indian",Philadelphia,4.0,1.0,0.0,0.0,0.0,0.0,0.0
106,EreYgrQPuR7Sk_FKeZZg9g,Talula's Daily,"American (Traditional), Food, Bakeries, Specialty Food, Restaurants, Bars, Ethnic Food, Cafes, Beer Bar, Coffee & Tea, American (New), Nightlife",Philadelphia,4.5,0.3933392021328177,0.07567037498449383,0.01071280094566105,0.19900599243486378,0.22293740530728584,0.09833422419487778
107,F00qGEKYhqD43At669lcjw,La Stanza,"Bars, Restaurants, Nightlife, Cocktail Bars, Italian, Seafood",Philadelphia,3.5,0.5044240274090114,0.0,0.0036543733511902226,0.0918919729076768,0.38087669085392595,0.019152935478195594
108,F8yozE3NWnImNApHO347gQ,Marrakesh,"Restaurants, Mediterranean, Moroccan",Philadelphia,4.5,0.524599769964575,0.008618856154256402,0.008006420843631495,0.1675249224249301,0.23715191450817144,0.054098116104435566
